운영우선순위,최종순위,채널ID,채널명,대표상위세그먼트,대표하위세그먼트,채널구독자수,최근영상조회수평균,최근영상참여율평균,최종점수,채널력점수,성장성점수,팬밀도점수,라이브친화점수,실전성점수,액션버킷,shortlist_선정여부,shortlist_유형,추천사유,주의사유,자동판정근거,변화요약
284,515,UCboIWAESJU220ull0J0IpLA,Young의 매일 여행 그림,창작·비주얼형,일러스트리깅,1400.0,69.6,0.0509427794194632,0.5995022591901045,0.2808585313174945,0.6076940179511552,0.7931965442764579,0.4203721168874098,1.0,성장관찰,True,성장관찰형,성장성 상위권 / 실전성 리스크 낮음 / 성장성 신뢰도 양호,주요 자동 리스크 낮음,"최종=0.600, 채널력=0.281, 성장성=0.608, 팬밀도=0.793, 라이브=0.420, 실전성=1.000, 운영제외리스크=0.000, 검증필요리스크=0.000",순위 18단계 하락 / 최종점수 -0.001 / 성장성 +0.000 / shortlist 신규 선정
285,516,UCu_Arix_5eDJQ128qqtLB1Q,방어태세,,서브컬쳐게임,13300.0,9186.6,0.0205390778942282,0.5992989637217384,0.6409827213822894,0.6940674165792521,0.3596112311015119,0.4203721168874098,0.99272,성장관찰,True,성장관찰형,성장성 상위권 / 성장성 신뢰도 양호,상위 세그먼트 불명확,"최종=0.599, 채널력=0.641, 성장성=0.694, 팬밀도=0.360, 라이브=0.420, 실전성=0.993, 운영제외리스크=0.000, 검증필요리스크=0.091",순위 71단계 상승 / 최종점수 +0.009 / 성장성 +0.000 / shortlist 신규 선정
286,517,UCgA5qk1WTuX0BKVkzhZrY_w,잉션,게임 실황형,원신,1300.0,2009.2,0.1272935478694577,0.5992613516198704,0.3281992440604751,0.5,0.9789416846652268,0.3960583153347732,0.98432,성장관찰,True,성장관찰형,팬밀도 상위권,성장성 신뢰도 낮음,"최종=0.599, 채널력=0.328, 성장성=0.500, 팬밀도=0.979, 라이브=0.396, 실전성=0.984, 운영제외리스크=0.000, 검증필요리스크=0.196",순위 4단계 하락 / 최종점수 -0.000 / shortlist 신규 선정
287,520,UCuIKhVgIvew7GpT5ks9hu8A,롤문가,,게임기타,12100.0,180840.2,0.0124745202905865,0.5989528094530081,0.8860421166306695,0.6441058350733732,0.1765658747300216,0.4203721168874098,0.99272,성장관찰,True,성장관찰형,성장성 상위권 / 성장성 신뢰도 양호,상위 세그먼트 불명확,"최종=0.599, 채널력=0.886, 성장성=0.644, 팬밀도=0.177, 라이브=0.420, 실전성=0.993, 운영제외리스크=0.000, 검증필요리스크=0.091",순위 13단계 하락 / 최종점수 -0.001 / 성장성 +0.000 / shortlist 신규 선정
288,526,UCuwrq5mY4kA6mSFvw7krCbQ,리덕자 Duckja,창작·비주얼형,코스프레,2270.0,1154.6,0.0176846309177437,0.5985929550062301,0.4707343412526997,0.6064389110911586,0.3018358531317495,0.8588307809075126,1.0,성장관찰,True,성장관찰형,성장성 상위권 / 라이브친화도 상위권 / 실전성 리스크 낮음 / 성장성 신뢰도 양호,주요 자동 리스크 낮음,"최종=0.599, 채널력=0.471, 성장성=0.606, 팬밀도=0.302, 라이브=0.859, 실전성=1.000, 운영제외리스크=0.000, 검증필요리스크=0.000",순위 8단계 하락 / 최종점수 -0.001 / 성장성 +0.000 / shortlist 신규 선정
289,530,UCEvmJrP-SrJLDuWDfSWKV8Q,긍정왕점프,버츄얼 퍼포먼스형,버튜버,14400.0,3248.1,0.0088844696529989,0.5980340596322912,0.3337338012958963,0.9043046718901344,0.1063714902807775,0.9217012490412356,0.98208,성장관찰,True,성장관찰형,성장성 상위권 / 라이브친화도 상위권 / 성장성 신뢰도 양호,수집 영상 수 부족,"최종=0.598, 채널력=0.334, 성장성=0.904, 팬밀도=0.106, 라이브=0.922, 실전성=0.982, 운영제외리스크=0.000, 검증필요리스크=0.224",순위 11단계 하락 / 최종점수 -0.001 / 성장성 -0.000 / shortlist 신규 선정
290,532,UC3AVRn3f5FReddakYoGKyqA,나는준준,음악·보이스형,성우더빙,1350.0,3038.5,0.0486849769832241,0.5979146636203875,0.3291846652267818,0.6146380603086146,0.7748380129589633,0.4203721168874098,0.99104,성장관찰,True,성장관찰형,성장성 상위권 / 성장성 신뢰도 양호,주요 자동 리스크 낮음,"최종=0.598, 채널력=0.329, 성장성=0.615, 팬밀도=0.775, 라이브=0.420, 실전성=0.991, 운영제외리스크=0.000, 검증필요리스크=0.112",순위 18단계 하락 / 최종점수 -0.002 / 성장성 -0.002 / shortlist 신규 선정
291,536,UCGNb2e83FAZTj0_x9k4JneA,첫눈에뿅,버츄얼 퍼포먼스형,버튜버,125000.0,10682.2,0.0267169017903153,0.597722170692263,0.5183450323974083,0.6948447926001784,0.4827213822894168,0.4203721168874098,0.99104,성장관찰,True,성장관찰형,성장성 상위권 / 성장성 신뢰도 양호,주요 자동 리스크 낮음,"최종=0.598, 채널력=0.518, 성장성=0.695, 팬밀도=0.483, 라이브=0.420, 실전성=0.991, 운영제외리스크=0.000, 검증필요리스크=0.112",순위 12단계 하락 / 최종점수 -0.001 / 성장성 -0.000 / shortlist 신규 선정
292,537,UC0ku1TXwKCLuRvwUfQGRogQ,Miruru Ch. 시로우미 미루루ASMR,음악·보이스형,ASMR보이스,3670.0,3113.6,0.0313473192766588,0.5976864976241901,0.3889308855291576,0.5,0.572354211663067,0.9603131749460044,0.97536,성장관찰,True,성장관찰형,라이브친화도 상위권,성장성 신뢰도 낮음,"최종=0.598, 채널력=0.389, 성장성=0.500, 팬밀도=0.572, 라이브=0.960, 실전성=0.975, 운영제외리스크=0.000, 검증필요리스크=0.308",순위 14단계 하락 / 최종점수 -0.001 / shortlist 신규 선정
293,540,UCnEAAByNnLhq4lRaQMt4eMg,은풍,게임 실황형,명조,1590.0,533.1,0.0506999977762797,0.5975001132184075,0.1033072354211662,0.8144893451272143,0.7904967602591793,0.4203721168874098,0.98208,성장관찰,True,성장관찰형,성장성 상위권 / 성장성 신뢰도 양호,수집 영상 수 부족,"최종=0.598, 채널력=0.103, 성장성=0.814, 팬밀도=0.790, 라이브=0.420, 실전성=0.982, 운영제외리스크=0.000, 검증필요리스크=0.224",순위 29단계 상승 / 최종점수 +0.005 / 성장성 +0.007 / shortlist 신규 선정
294,549,UC-EXiZUELhlS8Ykcc6N-nYQ,스바우 Subau,버츄얼 퍼포먼스형,버튜버,1230.0,1150.1,0.0720124627984212,0.5960688447445595,0.3550755939524838,0.4858825516730981,0.9044276457883368,0.4203721168874098,0.99104,성장관찰,True,성장관찰형,팬밀도 상위권,주요 자동 리스크 낮음,"최종=0.596, 채널력=0.355, 성장성=0.486, 팬밀도=0.904, 라이브=0.420, 실전성=0.991, 운영제외리스크=0.000, 검증필요리스크=0.112",순위 6단계 하락 / 최종점수 -0.000 / 성장성 -0.000 / shortlist 신규 선정
295,553,UCffLUjOXoWcb3y5GoKhS2cg,리프,버츄얼 퍼포먼스형,버튜버,1850.0,12441.9,0.0845799881330723,0.5954987325350479,0.3934800215982721,0.4910721709803807,0.937365010799136,0.4203721168874098,0.97536,성장관찰,True,성장관찰형,팬밀도 상위권,성장성 신뢰도 낮음,"최종=0.595, 채널력=0.393, 성장성=0.491, 팬밀도=0.937, 라이브=0.420, 실전성=0.975, 운영제외리스크=0.000, 검증필요리스크=0.308",순위 3단계 하락 / 최종점수 -0.000 / 성장성 +0.000 / shortlist 신규 선정
296,558,UC07zjrAQRPFmjlc8NIdIxGw,연예계 떡밥새,음악·보이스형,성우더빙,6200.0,306139.9,0.0075613810181,0.5952081358594291,0.7795626349892008,0.7613797700176265,0.0793736501079913,0.4203721168874098,1.0,성장관찰,True,성장관찰형,성장성 상위권 / 실전성 리스크 낮음 / 성장성 신뢰도 양호,주요 자동 리스크 낮음,"최종=0.595, 채널력=0.780, 성장성=0.761, 팬밀도=0.079, 라이브=0.420, 실전성=1.000, 운영제외리스크=0.000, 검증필요리스크=0.000",순위 8단계 상승 / 최종점수 +0.002 / 성장성 +0.000 / shortlist 신규 선정
297,563,UC9ZN8spK1Tb_5YGTW9RvNJQ,허니가루비,음악·보이스형,성우더빙,167000.0,572671.0,0.0158238795375022,0.594552207892849,0.7575053995680345,0.6704035107725891,0.2602591792656587,0.4203721168874098,0.99104,성장관찰,True,성장관찰형,성장성 상위권 / 성장성 신뢰도 양호,주요 자동 리스크 낮음,"최종=0.595, 채널력=0.758, 성장성=0.670, 팬밀도=0.260, 라이브=0.420, 실전성=0.991, 운영제외리스크=0.000, 검증필요리스크=0.112",순위 36단계 상승 / 최종점수 +0.005 / 성장성 +0.001 / shortlist 신규 선정
298,568,UC_SFDes1kseXgArF9YwQ5sw,마무 Mamuu,음악·보이스형,애니송커버,2930.0,725.9,0.1629769250873379,0.594079341170077,0.1499595032397407,0.6099165477006715,0.9886609071274298,0.4203721168874098,0.98208,성장관찰,True,성장관찰형,성장성 상위권 / 팬밀도 상위권 / 성장성 신뢰도 양호,수집 영상 수 부족,"최종=0.594, 채널력=0.150, 성장성=0.610, 팬밀도=0.989, 라이브=0.420, 실전성=0.982, 운영제외리스크=0.000, 검증필요리스크=0.224",순위 9단계 하락 / 최종점수 -0.000 / 성장성 -0.000 / shortlist 신규 선정
299,569,UCmEAILY_1aqlBwr1NI09hwQ,호시에 제로 Hoshie Zero Ch.,음악·보이스형,보컬로이드JPOP커버,5530.0,6483.0,0.0638191361464234,0.593938657451404,0.4623380129589632,0.5,0.8666306695464363,0.3960583153347732,0.97536,성장관찰,True,성장관찰형,팬밀도 상위권,성장성 신뢰도 낮음,"최종=0.594, 채널력=0.462, 성장성=0.500, 팬밀도=0.867, 라이브=0.396, 실전성=0.975, 운영제외리스크=0.000, 검증필요리스크=0.308",순위 11단계 하락 / 최종점수 -0.000 / shortlist 신규 선정
300,570,UCgqB0c3vAhnNdLLEoWMPOXw,LeFT 왼쪽이,음악·보이스형,보컬로이드JPOP커버,4310.0,476.5,0.1289875998341544,0.5938148073434125,0.301822354211663,0.5,0.980561555075594,0.3960583153347732,0.98432,성장관찰,True,성장관찰형,팬밀도 상위권,성장성 신뢰도 낮음,"최종=0.594, 채널력=0.302, 성장성=0.500, 팬밀도=0.981, 라이브=0.396, 실전성=0.984, 운영제외리스크=0.000, 검증필요리스크=0.196",순위 10단계 하락 / 최종점수 -0.000 / shortlist 신규 선정
301,571,UC9t2vU8t88mg2amSMMDMlcg,Dive into Worship 찬양덕후,음악·보이스형,애니송커버,3120.0,1763.0,0.0319440611439056,0.5936040823370062,0.4491360691144708,0.4715042372881355,0.5793736501079914,0.8201943844492442,0.98432,성장관찰,True,성장관찰형,라이브친화도 상위권,성장성 신뢰도 낮음,"최종=0.594, 채널력=0.449, 성장성=0.472, 팬밀도=0.579, 라이브=0.820, 실전성=0.984, 운영제외리스크=0.000, 검증필요리스크=0.196",순위 65단계 하락 / 최종점수 -0.006 / 성장성 -0.000 / shortlist 신규 선정
302,579,UCAzaNhWtXN8bCEPDWMfHhsg,이매방랑,버츄얼 퍼포먼스형,버튜버,2030.0,2346.2,0.0239553052377334,0.5920352417004372,0.3029562634989201,0.6573275362819168,0.427645788336933,0.8491725342507518,0.99104,성장관찰,True,성장관찰형,성장성 상위권 / 라이브친화도 상위권 / 성장성 신뢰도 양호,주요 자동 리스크 낮음,"최종=0.592, 채널력=0.303, 성장성=0.657, 팬밀도=0.428, 라이브=0.849, 실전성=0.991, 운영제외리스크=0.000, 검증필요리스크=0.112",순위 28단계 하락 / 최종점수 -0.003 / 성장성 -0.001 / shortlist 신규 선정
303,580,UCKvpiziIf9-Yl5KQO_2jjrA,키케미치 Kikemitchi,버츄얼 퍼포먼스형,버튜버,2240.0,3929.6,0.0382147244290303,0.5920165365831052,0.3822894168466522,0.6294862335710202,0.6760259179265659,0.4203721168874098,0.99104,성장관찰,True,성장관찰형,성장성 상위권 / 성장성 신뢰도 양호,주요 자동 리스크 낮음,"최종=0.592, 채널력=0.382, 성장성=0.629, 팬밀도=0.676, 라이브=0.420, 실전성=0.991, 운영제외리스크=0.000, 검증필요리스크=0.112",순위 7단계 하락 / 최종점수 +0.000 / 성장성 +0.001 / shortlist 신규 선정
304,582,UClmXXi4EAXMpw3nQpLDD8XA,독버섯통신,버츄얼 퍼포먼스형,버튜버,3420.0,27680.7,0.0140562888092436,0.5913788799717661,0.6666576673866091,0.7324732174413534,0.2116630669546436,0.4203721168874098,1.0,성장관찰,True,성장관찰형,성장성 상위권 / 실전성 리스크 낮음 / 성장성 신뢰도 양호,주요 자동 리스크 낮음,"최종=0.591, 채널력=0.667, 성장성=0.732, 팬밀도=0.212, 라이브=0.420, 실전성=1.000, 운영제외리스크=0.000, 검증필요리스크=0.000",순위 2단계 상승 / 최종점수 +0.001 / 성장성 +0.001 / shortlist 신규 선정
305,586,UC6XkCNjyKBP6B7BiW8f_VaQ,요하루,음악·보이스형,애니송커버,1250.0,1313.7,0.0709265132050565,0.5905926151187905,0.3676295896328293,0.5,0.9001079913606912,0.3960583153347732,0.98432,성장관찰,True,성장관찰형,팬밀도 상위권,성장성 신뢰도 낮음,"최종=0.591, 채널력=0.368, 성장성=0.500, 팬밀도=0.900, 라이브=0.396, 실전성=0.984, 운영제외리스크=0.000, 검증필요리스크=0.196",순위 2단계 상승 / 최종점수 -0.000 / shortlist 신규 선정
306,594,UCxsUej8Ic2gpxwQUvokIFYQ,남궁재불,버츄얼 퍼포먼스형,버튜버,57000.0,176259.8,0.0128283802370061,0.5899118630759832,0.8307775377969762,0.6190708815670292,0.1852051835853131,0.4203721168874098,1.0,성장관찰,True,성장관찰형,성장성 상위권 / 실전성 리스크 낮음 / 성장성 신뢰도 양호,주요 자동 리스크 낮음,"최종=0.590, 채널력=0.831, 성장성=0.619, 팬밀도=0.185, 라이브=0.420, 실전성=1.000, 운영제외리스크=0.000, 검증필요리스크=0.000",순위 14단계 하락 / 최종점수 -0.001 / 성장성 +0.000 / shortlist 신규 선정
307,596,UCTe0ti6qrcy7FVZK6L-zyEg,청예솔,음악·보이스형,성우더빙,2560.0,320.2,0.1748590401606861,0.5895468688333253,0.1150242980561554,0.6199054809626583,0.990280777537797,0.4203721168874098,0.98208,성장관찰,True,성장관찰형,성장성 상위권 / 팬밀도 상위권 / 성장성 신뢰도 양호,수집 영상 수 부족,"최종=0.590, 채널력=0.115, 성장성=0.620, 팬밀도=0.990, 라이브=0.420, 실전성=0.982, 운영제외리스크=0.000, 검증필요리스크=0.224",순위 3단계 하락 / 최종점수 -0.000 / 성장성 -0.000 / shortlist 신규 선정
308,600,UChT_3672e3gi9TzLUCpvDow,숭배하라,,게임기타,62100.0,228583.0,0.0084881337304552,0.5891132433286317,0.9285232181425488,0.634981767535682,0.1009719222462203,0.4203721168874098,0.99272,성장관찰,True,성장관찰형,성장성 상위권 / 성장성 신뢰도 양호,상위 세그먼트 불명확,"최종=0.589, 채널력=0.929, 성장성=0.635, 팬밀도=0.101, 라이브=0.420, 실전성=0.993, 운영제외리스크=0.000, 검증필요리스크=0.091",순위 9단계 하락 / 최종점수 -0.001 / 성장성 -0.000 / shortlist 신규 선정
309,606,UCVG2g1RoJ1WoqF6atbxjZWg,기민우 / ki minwoo,창작·비주얼형,일러스트리깅,4760.0,284.9,0.0639563126847045,0.5882482779706851,0.1422921166306694,0.487557998168749,0.8677105831533477,0.8660389635396776,0.97312,성장관찰,True,성장관찰형,팬밀도 상위권 / 라이브친화도 상위권,수집 영상 수 부족,"최종=0.588, 채널력=0.142, 성장성=0.488, 팬밀도=0.868, 라이브=0.866, 실전성=0.973, 운영제외리스크=0.000, 검증필요리스크=0.336",순위 2단계 하락 / 최종점수 -0.000 / 성장성 +0.000 / shortlist 신규 선정
310,608,UCXa8wKOc48Y_CSXSOgwO4zw,꿀멩이는 여왕님,버츄얼 퍼포먼스형,버튜버,36900.0,1472.5,0.0136990526213615,0.5877759715165685,0.5227591792656587,0.6646777189259642,0.2035637149028077,0.7458344900015724,1.0,성장관찰,True,성장관찰형,성장성 상위권 / 라이브친화도 상위권 / 실전성 리스크 낮음 / 성장성 신뢰도 양호,주요 자동 리스크 낮음,"최종=0.588, 채널력=0.523, 성장성=0.665, 팬밀도=0.204, 라이브=0.746, 실전성=1.000, 운영제외리스크=0.000, 검증필요리스크=0.000",순위 8단계 하락 / 최종점수 -0.001 / 성장성 +0.000 / shortlist 신규 선정
311,616,UCb5NLtXAsTBrmaZVhyFa-Wg,글자네,,서브컬쳐게임,579000.0,78273.1,0.0048218795453802,0.5868712182735526,0.8321274298056156,0.6232772774053086,0.0442764578833693,0.738474168723263,0.89272,성장관찰,True,성장관찰형,성장성 상위권 / 라이브친화도 상위권 / 성장성 신뢰도 양호,상위 세그먼트 불명확,"최종=0.587, 채널력=0.832, 성장성=0.623, 팬밀도=0.044, 라이브=0.738, 실전성=0.893, 운영제외리스크=0.000, 검증필요리스크=0.091",순위 413단계 상승 / 최종점수 +0.048 / 성장성 -0.000 / 버킷 변경: 보류 → 성장관찰 / shortlist 신규 선정
312,619,UC0QY17Ebhz9dKnc62Fzyw-Q,유일무이 락발라드,음악·보이스형,일렉기타연주,10500.0,929.3,0.0466880821353307,0.5866656954848257,0.2619465442764579,0.640869183058035,0.7575593952483801,0.4203721168874098,0.99104,성장관찰,True,성장관찰형,성장성 상위권 / 성장성 신뢰도 양호,주요 자동 리스크 낮음,"최종=0.587, 채널력=0.262, 성장성=0.641, 팬밀도=0.758, 라이브=0.420, 실전성=0.991, 운영제외리스크=0.000, 검증필요리스크=0.112",순위 258단계 하락 / 최종점수 -0.033 / 성장성 +0.001 / shortlist 신규 선정
313,627,UCF_M5YeDqUXw68RSZXV7xuw,머어어엉,음악·보이스형,애니송커버,85400.0,108318.3,0.022518052152318,0.5861490987516932,0.6367575593952484,0.4715042372881355,0.4038876889848812,0.8201943844492442,0.97536,성장관찰,True,성장관찰형,라이브친화도 상위권,성장성 신뢰도 낮음,"최종=0.586, 채널력=0.637, 성장성=0.472, 팬밀도=0.404, 라이브=0.820, 실전성=0.975, 운영제외리스크=0.000, 검증필요리스크=0.308",순위 1단계 하락 / 최종점수 -0.000 / 성장성 -0.000 / shortlist 신규 선정
314,635,UCnGJtrHxIEFJMSct-w6pKZg,얼어 죽어도 아이돌,음악·보이스형,보컬로이드JPOP커버,18700.0,6561.2,0.0118783501679886,0.5853012395625337,0.545909827213823,0.8446718250510835,0.161987041036717,0.4203721168874098,1.0,성장관찰,True,성장관찰형,성장성 상위권 / 실전성 리스크 낮음 / 성장성 신뢰도 양호,주요 자동 리스크 낮음,"최종=0.585, 채널력=0.546, 성장성=0.845, 팬밀도=0.162, 라이브=0.420, 실전성=1.000, 운영제외리스크=0.000, 검증필요리스크=0.000",순위 136단계 하락 / 최종점수 -0.015 / 성장성 -0.000 / shortlist 신규 선정
315,640,UCuAnzH0_5oVswMUAHwyOVgQ,경쓰 (Gyungs),창작·비주얼형,일러스트리깅,1320.0,1044.4,0.0293866320603042,0.5848901313174946,0.3551835853131749,0.5,0.5291576673866091,0.9203563714902808,0.98432,성장관찰,True,성장관찰형,라이브친화도 상위권,성장성 신뢰도 낮음,"최종=0.585, 채널력=0.355, 성장성=0.500, 팬밀도=0.529, 라이브=0.920, 실전성=0.984, 운영제외리스크=0.000, 검증필요리스크=0.196",순위 12단계 하락 / 최종점수 -0.001 / shortlist 신규 선정
